sdss_id,l,b,flagged
54543259,146.5448862226241,-12.55928562136309,True
54543629,146.53232372653852,-11.98346982759177,False
54543699,147.29500927389816,-11.991379611870492,False
54544725,146.6335251571399,-10.702625181831767,False
54544889,146.2652406010115,-12.043642844022093,True
54545035,146.0597509453477,-12.02159836072062,False
54545204,146.14728495656408,-11.88197499485022,False
54545231,146.07241556227999,-11.72787550046664,True
54545350,145.891476290821,-12.209561591031132,False
54545592,145.96866791044744,-11.730654813687556,False
54545867,146.50669644446276,-11.462438901231812,False
54545887,146.35924749685324,-11.496998134816796,False
54545983,146.2125373467976,-11.442504124576933,False
54546449,146.03226736366307,-11.186329276897332,False
54546712,145.6860198534141,-10.847646425082377,False
54546724,145.70020990375426,-10.824221664513352,False
54547486,145.41581504868856,-13.216190044720626,False
54547523,145.33502593726985,-13.090870164825699,False
54547690,145.08929602533166,-12.958257314507014,False
54548780,145.19067477555944,-12.331315922311722,False
54548909,144.88223186512224,-12.63960712509546,False
54549156,145.01273730821654,-12.115791636482927,False
54549174,144.91343605938985,-12.060208831631227,False
54551622,145.47164183322238,-11.828018803357681,False
54551755,145.5632040828029,-11.561759130698377,False
54552041,145.12137477535154,-11.835552567017206,False
54552239,144.74966569757925,-11.434243456838551,True
54552577,145.60798157304913,-11.179796744851638,False
54552720,145.4110384982852,-11.066003987070573,False
54559890,145.90194728498355,-9.442493829810317,False
54560677,146.61219403529094,-8.820173543747247,True
54560688,146.54491879131967,-8.860456965284385,True
54560778,146.3556011371185,-8.88159999231299,False
54561932,147.0409930186061,-8.656634234339307,False
54562249,146.9212886854453,-8.087493820961296,False
54562324,146.81569283573833,-7.85899811965202,False
54562621,147.5303167613467,-7.569931758651585,True
54562702,147.45961921932644,-7.500992479779789,False
54562811,147.21951775643439,-7.714856212505339,False
54562872,147.19150325413264,-7.497211197786082,False
